Player Name,Alt Player Name,dob,age,ioc,hand,height,wikipedia_intro,photo_url,name_first,name_last,wikidata_id,Index Player Name,is_duplicate
Andrea Pellegrino,A. Pellegrino,1997-03-23,27.0,ITA,R,185.0,Andrea Pellegrino (Italian pronunciation: [anˈdrɛːa pelleˈɡriːno]; born 23 March 1997) is an Italian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pellegrino_BOR22_%2852083987913%29.jpg/220px-Pellegrino_BOR22_%2852083987913%29.jpg,Andrea,Pellegrino,Q55363920,Pellegrino A.,0
Andrea Vavassori,A. Vavassori,1995-05-05,29.0,ITA,R,193.0,"Andrea Vavassori (Italian pronunciation: [anˈdrɛːa vavasˈsoːri]; born 5 May 1995) is an Italian professional tennis player. He has a career high ATP doubles ranking of world No. 9, achieved on 15 July 2024 and a singles ranking of world No. 128, achieved on 19 June 2023. Vavassori has won five ATP Tour and 16 ATP Challenger doubles titles. Partnering Sara Errani, he won the mixed doubles title at the 2024 US Open at their first participation in the competition.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Vavassori_WMQ23_%2853062168673%29.jpg/220px-Vavassori_WMQ23_%2853062168673%29.jpg,Andrea,Vavassori,Q43677815,Vavassori A.,0
Andreas Haider-Maurer,A. Haider Maurer,1987-03-22,37.0,AUT,R,190.0,Andreas Haider-Maurer (German pronunciation: [anˈdʁeːas ˈhaɪdɐ ˈmaʊʁɐ]; born 22 March 1987) is a retired professional tennis player from Austria.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Haider_Maurer_WM17_%2816%29_%2835379441183%29.jpg/220px-Haider_Maurer_WM17_%2816%29_%2835379441183%29.jpg,Andreas,Haider Maurer,Q497813,Haider-Maurer A.,0
Andreas Seppi,A. Seppi,1984-02-21,40.0,ITA,R,190.0,Andreas Seppi (born 21 February 1984) is an Italian former professional tennis player. He reached a career-high singles ranking of world No. 18 on 28 January 2013. He became the first Italian to win a title on all three surfaces.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Seppi_MLC21_%282%29.jpg/220px-Seppi_MLC21_%282%29.jpg,Andreas,Seppi,Q319572,Seppi A.,0
Andres Hernandez,A. Hernandez,1996-01-12,28.0,MEX,R,,,,Andres,Hernandez,,Hernandez A.,0
Andres Martin,A. Martin,2001-07-07,23.0,USA,U,,,,Andres,Martin,,Martin A.,0
Andres Molteni,A. Molteni,1988-03-15,36.0,ARG,R,180.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Molteni_RG19_%289%29_%2848199104286%29.jpg/220px-Molteni_RG19_%289%29_%2848199104286%29.jpg,Andres,Molteni,Q4760241,Molteni A.,0
Andrew Harris,A. Harris,1994-03-07,30.0,AUS,R,183.0,Andrew or Andy Harris may refer to:,,Andrew,Harris,Q16209408,Harris A.,0
Andrew Whittington,A. Whittington,1993-08-11,31.0,AUS,R,188.0,"Andrew Whittington (born 28 May 1971) is an Australian former professional rugby league footballer who played in the 1990s. Primarily a prop, he began his career with the Gold Coast Seagulls and was a foundation member of the North Queensland Cowboys.",,Andrew,Whittington,Q4758903,Whittington A.,0
Andrey Golubev,A. Golubev,1987-07-22,37.0,KAZ,R,185.0,"Andrey Golubev (Russian: Андре́й Алекса́ндрович Го́лубев; born July 22, 1987) is a Kazakhstani professional tennis player. His career-high singles ranking is world No. 33, achieved on 4 October 2010, and his doubles ranking is world No. 21, achieved on 16 May 2022. He is currently the No. 2 Kazakhstani doubles player. Golubev won the 2010 International German Open, an ATP 500 event, to claim Kazakhstan's first-ever ATP Tour title. In 2021, he reached the French Open men's doubles final with fellow Kazakhstani Alexander Bublik. Before 2008, Golubev played for his country of birth, Russia.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Golubev_MA14_%284%29_%2814403051656%29.jpg/220px-Golubev_MA14_%284%29_%2814403051656%29.jpg,Andrey,Golubev,Q455454,Golubev A.,0
Andrey Kuznetsov,,,,,,,,,,,,kuznetsovan,1
Andrey Rublev,A. Rublev,1997-10-20,27.0,RUS,R,188.0,"Andrey Andreyevich Rublev (Russian: Андрей Андреевич Рублёв; born 20 October 1997) is a Russian professional tennis player. He has been ranked as high as world No. 5 in singles by the ATP, which he first achieved in September 2021. ",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Andrey_Rublev_%282023_US_Open%29_12.jpg/220px-Andrey_Rublev_%282023_US_Open%29_12.jpg,Andrey,Rublev,Q17373391,Rublev A.,0
Andy Murray,A. Murray,1987-05-15,37.0,GBR,R,190.0,"Sir Andrew Barron Murray  (born 15 May 1987) is a British former professional tennis player. He was ranked world No. 1 in singles by the Association of Tennis Professionals (ATP) for 41 weeks, and finished as the year-end No. 1 in 2016. Murray won three Grand Slam singles titles, two at Wimbledon (in 2013 and 2016), and one at the US Open (in 2012), and reached eleven major finals. Murray was ranked in the top 10 for all but one month from July 2008 through to October 2017, and was in the top 4 in eight of the nine year-end rankings during that time. Murray won 46 ATP Tour singles titles, including 14 Masters 1000 events and two gold medals at the Summer Olympics.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg/220px-2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg,Andy,Murray,Q10125,Murray A.,0
Anil Yuksel,A. Yuksel,1990-05-19,34.0,TUR,L,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png,Anil,Yuksel,Q27049234,Yuksel A.,0
Ante Pavic,A. Pavic,1989-03-07,35.0,CRO,R,196.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Ante_Pavi%C4%87_1%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Ante_Pavi%C4%87_1%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Ante,Pavic,Q15856663,Pavic A.,0
Antoine Bellier,A. Bellier,1996-10-18,28.0,SUI,L,196.0,"Antoine Bellier (born 18 October 1996) is a Swiss professional tennis player. He has a career high ATP singles ranking of world No. 168, achieved on 10 April 2023 and a doubles ranking of No. 331 achieved on 22 April 2024. Bellier has won one ATP Challenger and four ITF singles titles as well as twelve doubles titles on the ITF Men's Circuit. He has a serve-and-volley style of play. Bellier has represented Switzerland in Davis Cup, where he has a win–loss record of 1–4.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Bellier_WMQ23_%2853061717206%29.jpg/220px-Bellier_WMQ23_%2853061717206%29.jpg,Antoine,Bellier,Q25999878,Bellier A.,0
Antoine Escoffier,A. Escoffier,1992-02-29,32.0,FRA,U,,Antoine Escoffier (born 29 February 1992) is a French tennis player who plays mainly on the ATP Challenger Tour.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Escoffier_WMQ23_%2853062200928%29.jpg/220px-Escoffier_WMQ23_%2853062200928%29.jpg,Antoine,Escoffier,Q106300131,Escoffier A.,0
Antoine Hoang,A. Hoang,1995-11-04,29.0,FRA,R,183.0,Antoine Hoang (born 4 November 1995) is a French tennis player. He has a career high ATP singles ranking of World No. 98 achieved on 19 August 2019. He also has a career high ATP doubles ranking of No. 132 achieved on 18 October 2021.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Hoang_MLC21.jpg/220px-Hoang_MLC21.jpg,Antoine,Hoang,Q49562573,Hoang A.,0
Antoni Gomez,A. Gomez,1989-05-22,35.0,ESP,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Antoni_Gomez,,Antoni,Gomez,,Gomez A.,0
Antonio Gonzalez,A. Gonzalez,1994-09-30,30.0,ESP,U,,,,Antonio,Gonzalez,,Gonzalez A.,0
Antonio Veic,A. Veic,1988-02-18,36.0,CRO,R,180.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Antonio_Veic_010311.jpg/220px-Antonio_Veic_010311.jpg,Antonio,Veic,Q605602,Veic A.,0
Arjun Kadhe,A. Kadhe,1994-01-07,30.0,IND,R,185.0,Arjun Kadhe (Marathi: अर्जुन कढे; born 7 January 1994) is an Indian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Kadhe_BLO22_%281%29_%2852157530040%29.jpg/220px-Kadhe_BLO22_%281%29_%2852157530040%29.jpg,Arjun,Kadhe,Q47011392,Kadhe A.,0
Artem Dubrivnyy,A. Dubrivnyy,1999-01-31,25.0,RUS,R,183.0,Artem Olegovich Dubrivnyy (Russian: Артём Олегович Дубривный; born 31 January 1999) is a Russian tennis player.,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,Artem,Dubrivnyy,Q70731809,Dubrivnyy A.,0
Artem Sitak,A. Sitak,1986-02-08,38.0,NZL,R,185.0,"Artem Yurievich Sitak ( ART-əm SIT-ak; Russian: Артём Юрьевич Ситак, romanized: Artyom Sitak; born 8 February 1986) is a Russian-born New Zealand former professional tennis player. On 11 August 2008, he reached his highest ATP singles ranking of World No. 299, whilst his highest doubles ranking of World No. 32 was reached on 10 September 2018, after the US Open. He is the younger brother of Dmitri Sitak, who was also a professional tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Sitak_BOR22_%2852082927762%29.jpg/220px-Sitak_BOR22_%2852082927762%29.jpg,Artem,Sitak,Q3610489,Sitak A.,0
Arthur Cazaux,A. Cazaux,2002-08-23,22.0,FRA,R,183.0,"Arthur Cazaux (French pronunciation: [aʁtyʁ kazo]; born 23 August 2002) is a French professional tennis player. He has a career high ATP singles ranking of world No. 74 achieved on 18 March 2024. He also has a career high doubles ranking of world No. 430, achieved on 1 November 2021. Cazaux has won 3 singles Challenger titles and 3 singles ITF titles.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Arthur_Cazaux_%282023_US_Open%29_01.jpg/220px-Arthur_Cazaux_%282023_US_Open%29_01.jpg,Arthur,Cazaux,Q85626140,Cazaux A.,0
Arthur De Greef,A. De Greef,1992-03-27,32.0,BEL,R,183.0,Arthur De Greef may refer to:,,Arthur,De Greef,Q17994043,De Greef A.,0
Arthur Fery,A. Fery,2002-07-12,22.0,GBR,R,,Arthur Fery (French: Féry; born 12 July 2002) is a British tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Fery_WMQ22_%2813%29_%2852191184348%29.jpg/220px-Fery_WMQ22_%2813%29_%2852191184348%29.jpg,Arthur,Fery,Q107406917,Fery A.,0
Arthur Fils,A. Fils,2004-06-12,20.0,FRA,R,185.0,"Arthur Fils (French pronunciation: [aʁtyʁ fis]; born 12 June 2004) is a French professional tennis player. He has a career-high ATP singles ranking of world No. 20, achieved on 22 July 2024 and a doubles ranking of No. 246, achieved on 26 August 2024. Fils has won three ATP Tour singles titles, his first was in Lyon in 2023. He is currently the No. 2 French player.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fils_BOR22_%2852083970501%29.jpg/220px-Fils_BOR22_%2852083970501%29.jpg,Arthur,Fils,Q107207693,Fils A.,0
Arthur Rinderknech,A. Rinderknech,1995-07-23,29.0,FRA,R,196.0,Arthur Rinderknech (; born 23 July 1995) is a French professional tennis player. He has a career-high ATP singles ranking of world No. 42 achieved on 31 October 2022. He also has a career-high ATP doubles ranking of world No. 124 achieved on 8 November 2021.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg/220px-Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg,Arthur,Rinderknech,Q54007388,Rinderknech A.,0
Askold Kuznetsov,A. Kuznetsov,1991-09-23,33.0,UKR,R,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Askold_Kuznetsov,,Askold,Kuznetsov,,Kuznetsov A.,0
Aslan Karatsev,A. Karatsev,1993-09-04,31.0,RUS,R,185.0,"Aslan Kazbekovich Karatsev (Russian: Аслан Казбекович Карацев, Ossetian: Хъарацаты Хъазыбеджы фырт Аслан; born 4 September 1993) is a Russian professional tennis player. He reached a career-high singles ATP ranking of world No. 14 on 7 February 2022, and peaked at No. 76 in the doubles rankings on 16 May 2022.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Karatsev_MCM22_%2827%29_%2852036927495%29.jpg/220px-Karatsev_MCM22_%2827%29_%2852036927495%29.jpg,Aslan,Karatsev,Q18546813,Karatsev A.,0
Attila Balazs,A. Balazs,1988-09-27,36.0,HUN,R,180.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Balazs_WMQ18_%2829%29_%2842647726635%29.jpg/220px-Balazs_WMQ18_%2829%29_%2842647726635%29.jpg,Attila,Balazs,Q758074,Balazs A.,0
August Holmgren,A. Holmgren,1998-04-22,26.0,DEN,R,185.0,August Holmgren may refer to:,,August,Holmgren,Q55587289,Holmgren A.,0
Austin Krajicek,A. Krajicek,1990-06-16,34.0,USA,L,188.0,"Austin Krajicek ( KRYE-chek; born June 16, 1990) is an American professional tennis player. He has been ranked as high as World No. 1 in doubles by the Association of Tennis Professionals (ATP), achieved in June 2023. He attained his career-high singles ranking of world No. 94 in October 2015.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Krajicek_RG19_%2810%29_%2848199188122%29.jpg/220px-Krajicek_RG19_%2810%29_%2848199188122%29.jpg,Austin,Krajicek,Q4823160,Krajicek A.,0
Austin Smith,A. Smith,1993-11-25,30.0,USA,U,,Austin Smith may refer to:,,Austin,Smith,Q27922293,Smith A.,0
Aziz Dougaz,A. Dougaz,1997-03-26,27.0,TUN,L,188.0,Mohamed Aziz Dougaz (Arabic: محمد عزيز دوقاز; born 26 March 1997) is a Tunisian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Dougaz_WMQ23_%2853061130777%29.jpg/220px-Dougaz_WMQ23_%2853061130777%29.jpg,Aziz,Dougaz,Q28674131,Dougaz A.,0
Bastian Trinker,B. Trinker,1990-05-11,34.0,AUT,R,191.0,"Bastian Trinker (born 11 May 1990) is an Austrian professional tennis player. He competes mainly in the ITF circuit, where he has eight singles titles and three doubles titles.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Bastian_Trinker%2C_Nice_2015.JPG/220px-Bastian_Trinker%2C_Nice_2015.JPG,Bastian,Trinker,Q20643224,Trinker B.,0
Beibit Zhukayev,B. Zhukayev,2000-10-12,24.0,KAZ,R,,Beibit Zhukayev (born 12 October 2000) is a Kazakh tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Beibit_Zhukayev_%282023_Cary%29_03_%28cropped%29.jpg/220px-Beibit_Zhukayev_%282023_Cary%29_03_%28cropped%29.jpg,Beibit,Zhukayev,,Zhukayev B.,0
Ben Shelton,B. Shelton,2002-10-09,22.0,USA,L,,"Benjamin Todd Shelton (born October 9, 2002) is an American professional tennis player. Shelton has a career-high singles ranking of world No. 13 by the Association of Tennis Professionals (ATP), achieved on August 19, 2024. He has a career-high ATP doubles ranking of No. 68 achieved on May 20, 2024.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Shelton_MCM23_%2827%29_%2852883150181%29.jpg/220px-Shelton_MCM23_%2827%29_%2852883150181%29.jpg,Ben,Shelton,Q108532383,Shelton B.,0
Benjamin Balleret,B. Balleret,1983-01-15,41.0,MON,R,185.0,Benjamin Balleret (born 15 January 1983) is a professional tennis player from Monaco. Balleret is a member of the Monaco Davis Cup team.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Benjamin_Balleret_Nice_2014.JPG/220px-Benjamin_Balleret_Nice_2014.JPG,Benjamin,Balleret,Q2080514,Balleret B.,0
Benjamin Becker,B. Becker,1981-06-16,43.0,GER,R,178.0,"Benjamin Becker (born 16 June 1981) is a German former professional tennis player. He is most known for defeating former world No. 1 Andre Agassi in the third round at the 2006 US Open, in Agassi's last match as a professional player.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Becker_RG15_%2819282133136%29.jpg/220px-Becker_RG15_%2819282133136%29.jpg,Benjamin,Becker,Q77176,Becker B.,0
Benjamin Bonzi,B. Bonzi,1996-06-09,28.0,FRA,R,185.0,Benjamin Bonzi (French pronunciation: [bɛ̃ʒamɛ̃ bɔ̃zi]; born 9 June 1996) is a French professional tennis player. Bonzi has a career-high ATP singles ranking of world No. 42 achieved on 6 February 2023. He also has a career high doubles ranking of world No. 121 achieved on 19 September 2022.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Bonzi_MLC21_%282%29_%2851602502868%29.jpg/220px-Bonzi_MLC21_%282%29_%2851602502868%29.jpg,Benjamin,Bonzi,Q18125349,Bonzi B.,0
Benjamin Hassan,B. Hassan,1995-02-04,29.0,GER,R,183.0,"Benjamin Hassan (Arabic: بنيامين حسن; born 4 February 1995) is a German-born tennis player, currently representing Lebanon. He has a career high ATP singles ranking of world No. 143, achieved on 17 June 2024.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png,Benjamin,Hassan,Q47543757,Hassan B.,0
Benjamin Lock,B. Lock,1993-03-04,31.0,ZIM,R,198.0,"Benjamin Lock (born 4 March 1993) is a Zimbabwean tennis player. He is a member of the Zimbabwe Davis Cup team, where he has a win–loss record of 30–12.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/23px-Flag_of_Zimbabwe.svg.png,Benjamin,Lock,Q19664030,Lock B.,0
Benjamin Mitchell,B. Mitchell,1992-11-30,31.0,AUS,R,183.0,Benjamin Mitchell or Ben Mitchell may refer to:,,Benjamin,Mitchell,Q2153154,Mitchell B.,0
Benoit Paire,B. Paire,1989-05-08,35.0,FRA,R,196.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Paire_WMQ23_%2853061698501%29.jpg/220px-Paire_WMQ23_%2853061698501%29.jpg,Benoit,Paire,Q246542,Paire B.,0
Bernabe Zapata Miralles,B. Zapata Miralles,1997-01-12,27.0,ESP,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Zapata_Miralles_MCM22_%2811%29_%2852036395616%29.jpg/220px-Zapata_Miralles_MCM22_%2811%29_%2852036395616%29.jpg,Bernabe,Zapata Miralles,Q53871081,Zapata Miralles B.,0
Bernard Tomic,B. Tomic,1992-10-21,32.0,AUS,R,193.0,"Bernard Tomic (; Croatian: Bernard Tomić, pronounced [běrnard tômitɕ, – tǒː-]; born 21 October 1992) is an Australian professional tennis player. His career-high ranking is world No. 17.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Bernard_Tomi%C4%87_%282023_Cary_2%29_01.jpg/220px-Bernard_Tomi%C4%87_%282023_Cary_2%29_01.jpg,Bernard,Tomic,Q288326,Tomic B.,0
Billy Harris,B. Harris,1995-01-25,29.0,GBR,U,,,,Billy,Harris,,Harris B.,0
Bjorn Fratangelo,B. Fratangelo,1993-07-19,31.0,USA,R,183.0,"Bjorn Fratangelo ( bee-ORN frə-TAN-jə-loh; born July 19, 1993) is an American inactive professional tennis player and coach.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Bjorn_Fratangelo_%282023_Cary%29_01_%28cropped%29.jpg/220px-Bjorn_Fratangelo_%282023_Cary%29_01_%28cropped%29.jpg,Bjorn,Fratangelo,Q3657277,Fratangelo B.,0
Blake Mott,B. Mott,1996-04-21,28.0,AUS,R,180.0,Blake Mott (born 21 April 1996) is an Australian professional tennis player. He competes mainly in the Challenger Tour. He reached his career high singles ranking of World No. 220 in June 2017. He won his first Challenger title in the 2016 Launceston Tennis International and made his Grand Slam debut at the 2017 Australian Open after qualifying.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_Australia_%28converted%29.svg/23px-Flag_of_Australia_%28converted%29.svg.png,Blake,Mott,Q22677588,Mott B.,0
Blaz Kavcic,B. Kavcic,1987-03-05,37.0,SLO,R,188.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Blaz_Kavcic_-_2011_Wimbledon.jpg/220px-Blaz_Kavcic_-_2011_Wimbledon.jpg,Blaz,Kavcic,Q373612,Kavcic B.,0
Blaz Rola,B. Rola,1990-10-05,34.0,SLO,L,193.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Rola_WM14_%2821%29_%2814620517756%29.jpg/220px-Rola_WM14_%2821%29_%2814620517756%29.jpg,Blaz,Rola,Q883242,Rola B.,0
Blu Baker,B. Baker,2001-08-28,23.0,GBR,R,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Blu_Baker,,Blu,Baker,,Baker B.,0
Borna Coric,B. Coric,1996-11-14,27.0,CRO,R,188.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Coric_RG22_%2840%29_%2852144326399%29.jpg/220px-Coric_RG22_%2840%29_%2852144326399%29.jpg,Borna,Coric,Q14905846,Coric B.,0
